Unique,Crew,Data Page,Date,Time,Tag Number,Fork Length (mm),Recap,Weight (lbs),Area,Area Description,Lat (WGS84),Long (WGS84),Comments,Gear,FL
1,AB HP,1,6/15/2025,1454,,562,0,,MLSA,,64.90334,-148.73126,Gear= HL,HL,562
2,AB HP,1,6/15/2025,1454,,486,0,,MLSA,,64.90334,-148.73126,Gear= HL,HL,486
3,AB HP,1,6/15/2025,1509,,604,0,,MLSA,,64.90207,-148.73009,Gear= HL,HL,604
4,AB HP,1,6/15/2025,1544,,658,0,,MLSA,,64.9,-148.72777,Gear= HL,HL,658
5,AB HP,1,6/15/2025,1624,,462,0,,MLSA,,64.8969,-148.8239,Gear= HL,HL,462
6,AB HP,1,6/15/2025,1706,,566,0,,MLSA,,64.90273,-148.82585,Gear= HL,HL,566
7,AB HP,1,6/15/2025,1723,,540,0,,MLSA,,64.8998,-148.82845,Gear= HL,HL,540
8,AB HP,1,6/15/2025,1752,,612,0,,MLSA,,64.92944,-148.83429,Gear= HL,HL,612
9,AB HP,1,6/15/2025,1759,,610,0,,MLSA,,64.92944,-148.83189,Gear= HL,HL,610
10,BC RS,1,6/17/2025,1010,,673,0,,MLSA,,64.94882,-148.82161,Gear= J,J,673
11,BC RS,1,6/17/2025,1045,,515,0,,MLSA,,64.92883,-148.83392,Gear= HL,HL,515
12,BC RS,1,6/17/2025,1100,20311,808,1,,MLSA,,64.92792,-148.83415,RECAP;  Gear= HL,HL,808
13,BC RS,1,6/17/2025,1202,,528,0,,MLSA,,64.91164,-148.84775,Gear= HL,HL,528
14,BC RS,1,6/17/2025,1202,,215,0,,MLSA,,64.91164,-148.84775,Gear= HL,HL,215
15,BC RS,1,6/17/2025,1228,,463,0,,MLSA,,64.91179,-148.84586,Gear= HL,HL,463
16,BC RS,1,6/17/2025,1228,,572,0,,MLSA,,64.90933,-148.85178,Gear= HL,HL,572
17,BC RS,1,6/17/2025,1246,,545,0,,MLSA,,64.90933,-148.85178,Gear= HL,HL,545
18,BC RS,1,6/17/2025,1252,,495,0,,MLSA,,64.90933,-148.85178,Gear= HL,HL,495
19,BC RS,1,6/17/2025,1307,,420,0,,MLSA,,64.91092,-148.84671,Gear= HL,HL,420
20,BC RS,1,6/17/2025,1310,,600,0,,MLSA,,64.91092,-148.84671,Gear= HL,HL,600
21,MA JS,2,6/15/2025,1445,,495,0,,MLSA,,64.950066,-148.823963,Gear= HL,HL,495
22,MA JS,2,6/15/2025,1445,,518,0,,MLSA,,64.950066,-148.823963,Gear= HL,HL,518
23,MA JS,2,6/15/2025,1445,,535,0,,MLSA,,64.950066,-148.823963,Gear= HL,HL,535
24,MA JS,2,6/15/2025,1445,,468,0,,MLSA,,64.950066,-148.823963,Gear= HL,HL,468
25,MA JS,2,6/15/2025,1445,,506,0,,MLSA,,64.950066,-148.823963,Gear= HL,HL,506
26,MA JS,2,6/15/2025,1445,,478,0,,MLSA,,64.950066,-148.823963,Gear= HL,HL,478
27,MA JS,2,6/15/2025,1445,,582,0,,MLSA,,64.950066,-148.823963,Gear= HL,HL,582
28,MA JS,2,6/15/2025,1515,,971,0,,MLSA,,64.89622,-148.725541,Gear= HL,HL,971
29,MA JS,2,6/15/2025,1515,,468,0,,MLSA,,64.89622,-148.725541,Gear= HL,HL,468
30,MA JS,2,6/15/2025,1515,,482,0,,MLSA,,64.89622,-148.725541,Gear= HL,HL,482
31,MA JS,2,6/15/2025,1543,,525,0,,MLSA,,64.899475,-148.730305,Gear= HL,HL,525
32,MA JS,2,6/15/2025,1552,,508,0,,MLSA,,64.899475,-148.730305,Gear= HL,HL,508
33,MA JS,2,6/15/2025,1648,,692,0,,MLSA,,64.90242,-148.82308,Gear= HL,HL,692
34,MA JS,2,6/15/2025,1700,,606,0,,MLSA,,64.90554,-148.85366,Gear= HL,HL,606
35,MA JS,2,6/15/2025,1800,,600,0,,MLSA,,64.93598,-148.82543,Gear= HL,HL,600
36,MA JS,2,6/15/2025,1817,,510,0,,MLSA,,64.93598,-148.82543,Gear= HL,HL,510
37,MA JS,2,6/15/2025,1826,,602,0,,MLSA,,64.93706,-148.83056,Gear= HL,HL,602
38,MA AB,3,6/16/2025,1413,,605,0,,MLSA,,64.88631,-148.84678,Gear= HL,HL,605
39,MA AB,3,6/16/2025,1420,20330,877,1,,MLSA,,64.88631,-148.84678,RECAP;  Gear= HL,HL,877
40,MA AB,3,6/16/2025,1433,,642,0,,MLSA,,64.88631,-148.84678,Gear= HL,HL,642
41,MA AB,3,6/16/2025,1445,,530,0,,MLSA,,64.88631,-148.84678,Gear= HL,HL,530
42,MA AB,3,6/16/2025,1455,,540,0,,MLSA,,64.88631,-148.84678,Gear= HL,HL,540
43,MA AB,3,6/16/2025,1613,,504,0,,MLSA,,64.92448,-148.74362,Gear= HL,HL,504
44,MA AB,3,6/16/2025,1613,,538,0,,MLSA,,64.93943,-148.85534,Gear= FN,FN,538
45,MA AB,3,6/16/2025,1613,,476,0,,MLSA,,64.93943,-148.85534,Gear= FN,FN,476
46,MA HP,4,6/17/2025,1100,,569,0,,MLSA,,64.88337,-148.85996,Gear= HL,HL,569
47,MA HP,4,6/17/2025,1104,,572,0,,MLSA,,64.88351,-148.85763,Gear= HL,HL,572
48,MA HP,4,6/17/2025,1127,,533,0,,MLSA,,64.88593,-148.84776,Gear= HL,HL,533
49,MA HP,4,6/17/2025,1127,,537,0,,MLSA,,64.88593,-148.84776,Gear= HL,HL,537
50,MA HP,4,6/17/2025,1157,,541,0,,MLSA,,64.881,-148.85248,Gear= HL,HL,541
51,MA HP,4,6/17/2025,1209,,623,0,,MLSA,,64.88145,-148.85045,Gear= HL,HL,623
52,MA HP,4,6/17/2025,1253,,650,0,,MLSA,,64.88717,-148.84637,Gear= HL,HL,650
53,MA HP,4,6/17/2025,1236,,578,0,,MLSA,,64.88717,-148.84637,Gear= HL,HL,578
54,MA HP,4,6/17/2025,1252,,572,0,,MLSA,,64.88717,-148.84637,Gear= HL,HL,572
55,MA HP,4,6/17/2025,1512,,532,0,,MLSA,,64.91041,-148.80079,Gear= HL,HL,532
56,MA HP,4,6/17/2025,1516,,676,0,,MLSA,,64.91041,-148.80079,Gear= HL,HL,676
57,MA HP,4,6/17/2025,1639,,434,0,,MLSA,,64.93174,-148.80209,Gear= HL,HL,434
58,MA HP,4,6/17/2025,1644,,439,0,,MLSA,,64.93174,-148.80209,Gear= HL,HL,439
59,MA HP,4,6/17/2025,1649,,473,0,,MLSA,,64.93174,-148.80209,Gear= HL,HL,473
60,JS JRS,5,6/17/2025,1045,,608,0,,MLSA,,64.90049,-148.72763,Gear= HL,HL,608
61,JS JRS,5,6/17/2025,1045,20473,1045,1,,MLSA,,64.90049,-148.72763,RECAP;  Gear= HL,HL,1045
62,JS JRS,5,6/17/2025,1100,,549,0,,MLSA,,64.89867,-148.72633,Gear= HL,HL,549
63,JS JRS,5,6/17/2025,1100,,434,0,,MLSA,,64.89867,-148.72633,Gear= HL,HL,434
64,JS JRS,5,6/17/2025,1130,,554,0,,MLSA,18453,64.89913,-148.7253,RECAP;  Gear= HL,HL,554
65,JS JRS,5,6/17/2025,1130,,641,0,,MLSA,,64.89913,-148.7253,Gear= HL,HL,641
66,JS JRS,5,6/17/2025,1215,,622,0,,MLSA,,64.89627,-148.72273,Gear= HL,HL,622
67,JS JRS,5,6/17/2025,1215,,587,0,,MLSA,,64.89627,-148.72273,Gear= HL,HL,587
68,JS JRS,5,6/17/2025,1215,,575,0,,MLSA,,64.89627,-148.72273,Gear= HL,HL,575
69,JS JRS,5,6/17/2025,1245,,532,0,,MLSA,,64.89507,-148.72564,Gear= HL,HL,532
70,JS JRS,5,6/17/2025,1245,,510,0,,MLSA,,64.89507,-148.72564,Gear= HL,HL,510
71,JS JRS,5,6/17/2025,1245,,561,0,,MLSA,,64.89507,-148.72564,Gear= HL,HL,561
72,JS JRS,5,6/17/2025,1320,,485,0,,MLSA,,64.89476,-148.72703,Gear= HL,HL,485
73,JS JRS,5,6/17/2025,1320,,606,0,,MLSA,,64.89476,-148.72703,Gear= HL,HL,606
74,JS JRS,5,6/17/2025,1410,20460,605,1,,MLSA,,64.88916,-148.73086,RECAP;  Gear= HL,HL,605
75,JS JRS,5,6/17/2025,1445,,470,0,,MLSA,,64.88797,-148.73969,Gear= HL,HL,470
76,JS JRS,5,6/17/2025,1445,,490,0,,MLSA,,64.88797,-148.73969,Gear= HL,HL,490
77,JS JRS,6,6/17/2025,1445,,580,0,,MLSA,21277,64.88797,-148.73969,RECAP;  Gear= HL,HL,580
78,JS JRS,6,6/17/2025,1515,,545,0,,MLSA,,64.88521,-148.74214,Gear= HL,HL,545
79,JS JRS,6,6/17/2025,1515,,543,0,,MLSA,,64.88521,-148.74214,Gear= HL,HL,543
80,JS JRS,6,6/17/2025,1515,,478,0,,MLSA,,64.88521,-148.74214,Gear= HL,HL,478
81,JS JRS,6,6/17/2025,1515,,578,0,,MLSA,,64.88521,-148.74214,Gear= HL,HL,578
82,JS JRS,6,6/17/2025,1515,,605,0,,MLSA,,64.88521,-148.74214,Gear= HL,HL,605
83,JS JRS,6,6/17/2025,1540,,591,0,,MLSA,,64.88619,-148.74399,Gear= HL,HL,591
84,JS JRS,6,6/17/2025,1540,,552,0,,MLSA,,64.88619,-148.74399,Gear= HL,HL,552
85,JS JRS,6,6/17/2025,1540,,600,0,,MLSA,,64.88619,-148.74399,Gear= HL,HL,600
86,JS JRS,6,6/17/2025,1540,,693,0,,MLSA,,64.88619,-148.74399,Gear= HL,HL,693
87,JS JRS,6,6/17/2025,1550,,989,0,,MLSA,,64.88667,-148.74422,Gear= HL,HL,989
88,JS JRS,6,6/17/2025,1625,,528,0,,MLSA,,64.88882,-148.74965,Gear= HL,HL,528
89,JS JRS,6,6/17/2025,1625,,500,0,,MLSA,,64.88882,-148.74965,Gear= HL,HL,500
90,AB MS,7,6/17/2025,1200,,686,0,,MLSA,,64.93941,-148.85542,Gear= FN,FN,686
91,AB MS,7,6/17/2025,1332,,522,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,522
92,AB MS,7,6/17/2025,1332,,667,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,667
93,AB MS,7,6/17/2025,1700,,594,0,,MLSA,,64.95345,-148.81767,Gear= GN,GN,594
94,AB MS,7,6/17/2025,1716,,647,0,,MLSA,,64.94804,-148.80003,corrected long; Gear= FN,FN,647
95,AB MS,7,6/17/2025,1745,,540,0,,MLSA,,64.909,-148.80629,Gear= FN,FN,540
96,AB MS,7,6/17/2025,1800,,244,0,,MLSA,,64.90399,-148.81201,Gear= FN,FN,244
97,BC RS,8,6/17/2025,1322,,650,0,,MLSA,,64.91234,-148.84459,Gear= HL,HL,650
98,BC RS,8,6/17/2025,1506,,608,0,,MLSA,,64.92962,-148.82974,Gear= HL,HL,608
99,BC RS,8,6/17/2025,1510,,482,0,,MLSA,,64.92962,-148.82974,Gear= HL,HL,482
100,BC RS,8,6/17/2025,1516,,613,0,,MLSA,,64.93034,-148.82814,Gear= HL,HL,613
101,BC RS,8,6/17/2025,1525,,555,0,,MLSA,,64.93034,-148.82814,Gear= HL,HL,555
102,BC RS,8,6/17/2025,1531,,504,0,,MLSA,,64.93209,-148.82945,Gear= HL,HL,504
103,BC RS,8,6/17/2025,1536,,500,0,,MLSA,,64.93256,-148.82932,Gear= HL,HL,500
104,BC RS,8,6/17/2025,1550,,485,0,,MLSA,,64.93363,-148.82712,Gear= HL,HL,485
105,BC RS,8,6/17/2025,1650,,592,0,,MLSA,,64.952,-148.78421,Gear= HL,HL,592
106,AB MS,9,6/18/2025,1130,,573,0,,MLSA,,64.909,-148.80629,Gear= FN,FN,573
107,AB MS,9,6/18/2025,1130,,706,0,,MLSA,,64.909,-148.80629,Gear= FN,FN,706
108,AB MS,9,6/18/2025,1200,,580,0,,MLSA,,64.89539,-148.8347,Gear= FN,FN,580
109,AB MS,9,6/18/2025,1200,,537,0,,MLSA,,64.89539,-148.8347,Gear= FN,FN,537
110,AB MS,9,6/18/2025,1200,,482,0,,MLSA,,64.89539,-148.8347,Gear= FN,FN,482
111,AB MS,9,6/18/2025,1336,,675,0,,MLSA,,64.88775,-148.74036,Gear= HL,HL,675
112,AB MS,9,6/18/2025,1350,,483,0,,MLSA,,64.88821,-148.73915,Gear= HL,HL,483
113,AB MS,9,6/18/2025,1357,,466,0,,MLSA,,64.88853,-148.73534,Gear= HL,HL,466
114,AB MS,9,6/18/2025,1405,,503,0,,MLSA,,64.88853,-148.73534,Gear= HL,HL,503
115,AB MS,9,6/18/2025,1409,,534,0,,MLSA,,64.88853,-148.73534,Gear= HL,HL,534
116,AB MS,9,6/18/2025,1411,,520,0,,MLSA,,64.88853,-148.73534,Gear= HL,HL,520
117,AB MS,9,6/18/2025,1423,,616,0,,MLSA,,64.89008,-148.72972,Gear= HL,HL,616
118,AB MS,9,6/18/2025,1507,,630,0,,MLSA,,64.88533,-148.74272,Gear= FN,FN,630
119,AB MS,9,6/18/2025,1507,,595,0,,MLSA,,64.88533,-148.74272,Gear= FN,FN,595
120,AB MS,9,6/18/2025,2152,,584,0,,MLSA,,64.88533,-148.74272,Gear= FN,FN,584
121,MA HP,10,6/18/2025,1030,,515,0,,MLSA,,64.89191,-148.82685,Gear= HL,HL,515
122,MA HP,10,6/18/2025,1034,,497,0,,MLSA,,64.89191,-148.82685,Gear= HL,HL,497
123,MA HP,10,6/18/2025,1040,,673,0,,MLSA,,64.89191,-148.82685,Gear= HL,HL,673
124,MA HP,10,6/18/2025,1051,,645,0,,MLSA,,64.89191,-148.82685,Gear= HL,HL,645
125,MA HP,10,6/18/2025,1103,,600,0,,MLSA,,64.89191,-148.82685,Gear= HL,HL,600
126,MA HP,10,6/18/2025,1224,,867,0,,MLSA,,64.89131,-148.78623,Gear= HL,HL,867
127,MA HP,10,6/18/2025,1230,,545,0,,MLSA,,64.89131,-148.78623,Gear= HL,HL,545
128,MA HP,10,6/18/2025,1519,,771,0,,MLSA,,64.89854,-148.81647,Gear= HL,HL,771
129,MA HP,10,6/18/2025,1540,,520,0,,MLSA,,64.89082,-148.78697,Gear= HL,HL,520
130,MA HP,10,6/18/2025,1547,,504,0,,MLSA,,64.89082,-148.78697,Gear= HL,HL,504
131,MA HP,10,6/18/2025,1554,,530,0,,MLSA,,64.89082,-148.78697,Gear= HL,HL,530
132,MA HP,10,6/18/2025,1703,,488,0,,MLSA,,64.89191,-148.83429,Gear= HL,HL,488
133,MA HP,10,6/18/2025,1708,,607,0,,MLSA,,64.89191,-148.83429,Gear= HL,HL,607
134,MA HP,10,6/18/2025,1709,,611,0,,MLSA,,64.89191,-148.83429,Gear= HL,HL,611
135,MA HP,10,6/18/2025,1726,,465,0,,MLSA,,64.89191,-148.83429,Gear= HL,HL,465
136,MA HP,10,6/18/2025,1730,,615,0,,MLSA,,64.89191,-148.83429,Gear= HL,HL,615
137,MA HP,10,6/18/2025,1733,,567,0,,MLSA,,64.89191,-148.83429,Gear= HL,HL,567
138,MA HP,10,6/18/2025,1734,,631,0,,MLSA,,64.89191,-148.83429,Gear= HL,HL,631
139,MA HP,11,6/18/2025,1737,,543,0,,MLSA,,64.89191,-148.83429,Gear= HL,HL,543
140,MA HP,11,6/18/2025,1738,,524,0,,MLSA,,64.89163,-148.83348,Gear= HL,HL,524
141,MA HP,11,6/18/2025,1741,,555,0,,MLSA,,64.89163,-148.83348,Gear= HL,HL,555
142,MA HP,11,6/18/2025,1744,,571,0,,MLSA,,64.89163,-148.83348,Gear= HL,HL,571
143,MA HP,11,6/18/2025,1746,,492,0,,MLSA,,64.89163,-148.83348,Gear= HL,HL,492
144,MA HP,11,6/18/2025,1748,,532,0,,MLSA,,64.89163,-148.83348,Gear= HL,HL,532
145,MA HP,11,6/18/2025,1800,,560,0,,MLSA,,64.89163,-148.83348,Gear= HL,HL,560
146,MA HP,11,6/18/2025,1800,,543,0,,MLSA,,64.89163,-148.83348,Gear= HL,HL,543
147,MA HP,11,6/18/2025,1802,,556,0,,MLSA,,64.89163,-148.83348,Gear= HL,HL,556
148,MA HP,11,6/18/2025,1804,,585,0,,MLSA,,64.89163,-148.83348,Gear= HL,HL,585
149,MA HP,11,6/18/2025,1812,,482,0,,MLSA,,64.89133,-148.83174,Gear= HL,HL,482
150,MA HP,11,6/18/2025,1812,,506,0,,MLSA,,64.89133,-148.83174,Gear= HL,HL,506
151,MA HP,11,6/18/2025,1817,,426,0,,MLSA,,64.89133,-148.83174,Gear= HL,HL,426
152,MA HP,11,6/18/2025,1818,,526,0,,MLSA,,64.89133,-148.83174,Gear= HL,HL,526
153,MA HP,11,6/18/2025,1818,,560,0,,MLSA,,64.89133,-148.83174,Gear= HL,HL,560
154,JS JRS,12,6/18/2025,1027,,592,0,,MLSA,,64.88762,-148.75143,Gear= HL,HL,592
155,JS JRS,12,6/18/2025,1027,,604,0,,MLSA,,64.88762,-148.75143,Gear= HL,HL,604
156,JS JRS,12,6/18/2025,1027,,529,0,,MLSA,,64.88762,-148.75143,Gear= HL,HL,529
157,JS JRS,12,6/18/2025,1027,,513,0,,MLSA,,64.88762,-148.75143,Gear= HL,HL,513
158,JS JRS,12,6/18/2025,1049,,520,0,,MLSA,,64.88696,-148.7506,Gear= HL,HL,520
159,JS JRS,12,6/18/2025,1049,,533,0,,MLSA,,64.88696,-148.7506,Gear= HL,HL,533
160,JS JRS,12,6/18/2025,1049,,519,0,,MLSA,,64.88696,-148.7506,Gear= HL,HL,519
161,JS JRS,12,6/18/2025,1108,,551,0,,MLSA,,64.88625,-148.75394,Gear= HL,HL,551
162,JS JRS,12,6/18/2025,1108,,483,0,,MLSA,,64.88625,-148.75394,Gear= HL,HL,483
163,JS JRS,12,6/18/2025,1108,,580,0,,MLSA,,64.88625,-148.75394,Gear= HL,HL,580
164,JS JRS,12,6/18/2025,1108,,550,0,,MLSA,,64.88625,-148.75394,Gear= HL,HL,550
165,JS JRS,12,6/18/2025,1108,,564,0,,MLSA,,64.88625,-148.75394,Gear= HL,HL,564
166,JS JRS,12,6/18/2025,1158,,545,0,,MLSA,,64.88409,-148.75986,Gear= HL,HL,545
167,JS JRS,12,6/18/2025,1158,,561,0,,MLSA,,64.88409,-148.75986,Gear= HL,HL,561
168,JS JRS,12,6/18/2025,1225,,527,0,,MLSA,,64.88251,-148.76288,Gear= HL,HL,527
169,JS JRS,12,6/18/2025,1225,,591,0,,MLSA,,64.88251,-148.76288,Gear= HL,HL,591
170,JS JRS,12,6/18/2025,1225,,511,0,,MLSA,,64.88251,-148.76288,Gear= HL,HL,511
171,JS JRS,12,6/18/2025,1258,,565,0,,MLSA,,64.88595,-148.76604,Gear= HL,HL,565
172,JS JRS,12,6/18/2025,1258,,540,0,,MLSA,,64.88595,-148.76604,Gear= HL,HL,540
173,JS JRS,12,6/18/2025,1350,,562,0,,MLSA,,64.89038,-148.76125,Gear= HL,HL,562
174,JS JRS,13,6/18/2025,1545,,532,0,,MLSA,,64.89802,-148.82579,Gear= HL,HL,532
175,JS JRS,13,6/18/2025,1650,,443,0,,MLSA,,64.92957,-148.81522,Gear= HL,HL,443
176,JS JRS,13,6/18/2025,1650,,817,0,,MLSA,,64.92957,-148.81522,Gear= HL,HL,817
177,JS JRS,13,6/18/2025,1740,,591,0,,MLSA,20717,64.93215,-148.80057,RECAP;  Gear= HL,HL,591
178,JS JRS,13,6/18/2025,1740,,587,0,,MLSA,,64.93215,-148.80057,Gear= HL,HL,587
179,JS JRS,13,6/18/2025,1740,,493,0,,MLSA,,64.93215,-148.80057,Gear= HL,HL,493
180,JS JRS,13,6/18/2025,1800,,508,0,,MLSA,,64.93347,-148.80194,Gear= HL,HL,508
181,JS JRS,13,6/18/2025,1800,,603,0,,MLSA,,64.93347,-148.80194,Gear= HL,HL,603
182,JS JRS,13,6/18/2025,1800,,566,0,,MLSA,,64.93347,-148.80194,Gear= HL,HL,566
183,JS JRS,13,6/18/2025,1800,,566,0,,MLSA,,64.93347,-148.80194,Gear= HL,HL,566
184,JS JRS,13,6/18/2025,1800,,569,0,,MLSA,,64.93347,-148.80194,Gear= HL,HL,569
185,BC RS,14,6/18/2025,1033,,516,0,,MLSA,,64.89847,-148.81212,Gear= HL,HL,516
186,BC RS,14,6/18/2025,1124,,538,0,,MLSA,,64.90358,-148.80318,Gear= HL,HL,538
187,BC RS,14,6/18/2025,1140,,565,0,,MLSA,,64.90358,-148.80318,Gear= HL,HL,565
188,BC RS,14,6/18/2025,1145,,558,0,,MLSA,,64.90358,-148.80318,Gear= HL,HL,558
189,BC RS,14,6/18/2025,1146,,595,0,,MLSA,,64.90358,-148.80318,Gear= HL,HL,595
190,BC RS,14,6/18/2025,1155,,562,0,,MLSA,,64.90358,-148.80318,Gear= HL,HL,562
191,BC RS,14,6/18/2025,1200,,557,0,,MLSA,,64.90559,-148.80348,Gear= HL,HL,557
192,BC RS,14,6/18/2025,1205,,680,0,,MLSA,,64.90559,-148.80348,Gear= HL,HL,680
193,BC RS,14,6/18/2025,1210,21764,612,1,,MLSA,,64.90559,-148.80348,RECAP;  Gear= HL,HL,612
194,BC RS,14,6/18/2025,1215,,611,0,,MLSA,,64.90559,-148.80348,Gear= HL,HL,611
195,BC RS,14,6/18/2025,1215,,568,0,,MLSA,,64.90559,-148.80348,Gear= HL,HL,568
196,BC RS,14,6/18/2025,1220,,528,0,,MLSA,,64.90559,-148.80348,Gear= HL,HL,528
197,BC RS,14,6/18/2025,1221,,541,0,,MLSA,,64.90559,-148.80348,Gear= HL,HL,541
198,BC RS,14,6/18/2025,1223,,545,0,,MLSA,,64.90559,-148.80348,Gear= HL,HL,545
199,BC RS,14,6/18/2025,1225,,574,0,,MLSA,,64.90559,-148.80348,Gear= HL,HL,574
200,BC RS,14,6/18/2025,1230,,522,0,,MLSA,,64.90559,-148.80348,Gear= HL,HL,522
201,BC RS,14,6/18/2025,1240,,590,0,,MLSA,,64.90559,-148.80348,Gear= HL,HL,590
202,BC RS,14,6/18/2025,1250,,525,0,,MLSA,,64.90559,-148.80348,Gear= HL,HL,525
203,BC RS,14,6/18/2025,1255,,495,0,,MLSA,,64.90559,-148.80348,Gear= HL,HL,495
204,BC RS,14,6/18/2025,1300,,595,0,,MLSA,,64.90559,-148.80348,Gear= HL,HL,595
205,BC RS,15,6/18/2025,1300,,584,0,,MLSA,,64.90559,-148.80348,Gear= HL,HL,584
206,BC RS,15,6/18/2025,1308,,568,0,,MLSA,,64.90559,-148.80348,Gear= HL,HL,568
207,BC RS,15,6/18/2025,1340,,612,0,,MLSA,,64.90492,-148.79973,Gear= HL,HL,612
208,BC RS,15,6/18/2025,1428,,502,0,,MLSA,,64.91045,-148.80106,Gear= HL,HL,502
209,BC RS,15,6/18/2025,1611,,650,0,,MLSA,,64.91277,-148.8006,Gear= HL,HL,650
210,BC RS,15,6/18/2025,1623,,614,0,,MLSA,,64.91382,-148.80336,Gear= HL,HL,614
211,BC RS,15,6/18/2025,1630,,570,0,,MLSA,,64.91437,-148.80264,Gear= HL,HL,570
212,BC RS,15,6/18/2025,1635,,586,0,,MLSA,,64.91437,-148.80264,Gear= HL,HL,586
213,BC RS,15,6/18/2025,1644,,543,0,,MLSA,,64.91437,-148.80264,Gear= HL,HL,543
214,BC RS,15,6/18/2025,1650,21227,600,1,,MLSA,,64.91437,-148.80264,RECAP;  Gear= HL,HL,600
215,JS JRS,16,6/19/2025,1130,,514,0,,MLSA,,64.93961,-148.8023,Gear= HL,HL,514
216,JS JRS,16,6/19/2025,1130,,499,0,,MLSA,,64.93961,-148.8023,Gear= HL,HL,499
217,JS JRS,16,6/19/2025,1130,,384,0,,MLSA,,64.93961,-148.8023,Gear= HL,HL,384
218,JS JRS,16,6/19/2025,1130,,216,0,,MLSA,,64.93961,-148.8023,Gear= HL,HL,216
219,JS JRS,16,6/19/2025,1212,,468,0,,MLSA,,64.92832,-148.82172,Gear= HL,HL,468
220,JS JRS,16,6/19/2025,1212,,540,0,,MLSA,,64.92832,-148.82172,Gear= HL,HL,540
221,JS JRS,16,6/19/2025,1315,,666,0,,MLSA,,64.90755,-148.80803,Gear= HL,HL,666
222,JS JRS,16,6/19/2025,1315,,509,0,,MLSA,,64.90755,-148.80803,Gear= HL,HL,509
223,JS JRS,16,6/19/2025,1315,,430,0,,MLSA,,64.90755,-148.80803,Gear= HL,HL,430
224,JS JRS,16,6/19/2025,1315,,498,0,,MLSA,,64.90755,-148.80803,Gear= HL,HL,498
225,JS JRS,16,6/19/2025,1315,,280,0,,MLSA,,64.90755,-148.80803,Gear= HL,HL,280
226,JS JRS,16,6/19/2025,1340,,579,0,,MLSA,,64.90755,-148.80803,Gear= HL,HL,579
227,JS JRS,16,6/19/2025,1355,,518,0,,MLSA,,64.91231,-148.8054,Gear= HL,HL,518
228,JS JRS,16,6/19/2025,1355,,550,0,,MLSA,,64.91231,-148.8054,Gear= HL,HL,550
229,JS JRS,16,6/19/2025,1355,,548,0,,MLSA,,64.91231,-148.8054,Gear= HL,HL,548
230,JS JRS,16,6/19/2025,1355,,620,0,,MLSA,,64.91231,-148.8054,Gear= HL,HL,620
231,JS JRS,16,6/19/2025,1355,,482,0,,MLSA,,64.91231,-148.8054,Gear= HL,HL,482
232,JS JRS,16,6/19/2025,1355,,595,0,,MLSA,,64.91231,-148.8054,Gear= HL,HL,595
233,JS JRS,16,6/19/2025,1420,,610,0,,MLSA,,64.91281,-148.8064,Gear= HL,HL,610
234,JS JRS,16,6/19/2025,1420,,488,0,,MLSA,,64.91281,-148.8064,Gear= HL,HL,488
235,JS JRS,17,6/19/2025,1420,,521,0,,MLSA,,64.91281,-148.8064,Gear= HL,HL,521
236,JS JRS,17,6/19/2025,1450,,491,0,,MLSA,,64.91499,-148.80962,Gear= HL,HL,491
237,JS JRS,17,6/19/2025,1450,,460,0,,MLSA,,64.91499,-148.80962,Gear= HL,HL,460
238,JS JRS,17,6/19/2025,1450,,585,0,,MLSA,,64.91499,-148.80962,Gear= HL,HL,585
239,JS JRS,17,6/19/2025,1450,,620,0,,MLSA,,64.91499,-148.80962,Gear= HL,HL,620
240,JS JRS,17,6/19/2025,1540,,530,0,,MLSA,,64.91009,-148.85196,Gear= HL,HL,530
241,JS JRS,17,6/19/2025,1540,,480,0,,MLSA,,64.91009,-148.85196,Gear= HL,HL,480
242,JS JRS,17,6/19/2025,1540,,526,0,,MLSA,,64.91009,-148.85196,Gear= HL,HL,526
243,JS JRS,17,6/19/2025,1540,,525,0,,MLSA,,64.91009,-148.85196,Gear= HL,HL,525
244,JS JRS,17,6/19/2025,1610,,518,0,,MLSA,,64.91041,-148.87962,Gear= HL,HL,518
245,JS JRS,17,6/19/2025,1610,,538,0,,MLSA,,64.91041,-148.87962,Gear= HL,HL,538
246,JS JRS,17,6/19/2025,1610,,535,0,,MLSA,,64.91041,-148.87962,Gear= HL,HL,535
247,JS JRS,17,6/19/2025,1610,,673,0,,MLSA,,64.91041,-148.87962,Gear= HL,HL,673
248,JS JRS,17,6/19/2025,1630,,450,0,,MLSA,,64.90899,-148.88469,Gear= HL,HL,450
249,JS JRS,17,6/19/2025,1630,,502,0,,MLSA,,64.90899,-148.88469,Gear= HL,HL,502
250,JS JRS,17,6/19/2025,1630,,463,0,,MLSA,,64.90899,-148.88469,Gear= HL,HL,463
251,JS JRS,17,6/19/2025,1630,,470,0,,MLSA,,64.90899,-148.88469,Gear= HL,HL,470
252,JS JRS,17,6/19/2025,1630,,575,0,,MLSA,,64.90899,-148.88469,Gear= HL,HL,575
253,JS JRS,17,6/19/2025,1630,,595,0,,MLSA,,64.90899,-148.88469,Gear= HL,HL,595
254,JS JRS,17,6/19/2025,1710,,507,0,,MLSA,,64.90544,-148.88518,Gear= HL,HL,507
