Unique,Crew,Data Page,Date,Time,Tag Number,Fork Length (mm),Recap,Weight (lbs),Area,Area Description,Lat (WGS84),Long (WGS84),Comments,Gear,FL
510,BC RS,33,6/21/2025,1358,,657,0,,MLSA,,64.96334,-148.89243,Gear= HL,HL,657
511,BC RS,33,6/21/2025,1359,,526,0,,MLSA,,64.96334,-148.89243,Gear= HL,HL,526
512,BC RS,33,6/21/2025,1401,,582,0,,MLSA,,64.96334,-148.89243,Gear= HL,HL,582
513,BC RS,33,6/21/2025,1405,,552,0,,MLSA,,64.96368,-148.89235,Gear= HL,HL,552
514,BC RS,33,6/21/2025,1407,,626,0,,MLSA,,64.96368,-148.89235,Gear= HL,HL,626
515,BC RS,33,6/21/2025,1410,,538,0,,MLSA,,64.96368,-148.89235,Gear= HL,HL,538
516,BC RS,33,6/21/2025,1415,,543,0,,MLSA,,64.96388,-148.89049,Gear= HL,HL,543
517,BC RS,33,6/21/2025,1418,,522,0,,MLSA,,64.96426,-148.89011,Gear= HL,HL,522
518,BC RS,33,6/21/2025,1420,,551,0,,MLSA,,64.96426,-148.89011,Gear= HL,HL,551
519,BC RS,34,6/21/2025,1421,,468,0,,MLSA,,64.96456,-148.89052,Gear= HL,HL,468
520,BC RS,34,6/21/2025,1421,,552,0,,MLSA,,64.96523,-148.88976,Gear= HL,HL,552
521,BC RS,34,6/21/2025,1421,,580,0,,MLSA,,64.96568,-148.88976,Gear= HL,HL,580
522,BC RS,34,6/21/2025,1421,,582,0,,MLSA,,64.96611,-148.88983,Gear= HL,HL,582
523,BC RS,34,6/21/2025,1421,,525,0,,MLSA,,64.96611,-148.88983,Gear= HL,HL,525
524,BC RS,34,6/21/2025,1421,,480,0,,MLSA,,64.96685,-148.88991,Gear= HL,HL,480
525,BC RS,34,6/21/2025,1421,,455,0,,MLSA,,64.96734,-148.88976,Gear= HL,HL,455
526,BC RS,34,6/21/2025,1421,,514,0,,MLSA,,64.96744,-148.88892,Gear= HL,HL,514
527,BC RS,34,6/21/2025,1421,,546,0,,MLSA,,64.96796,-148.88838,Gear= HL,HL,546
528,BC RS,34,6/21/2025,1421,,582,0,,MLSA,,64.96822,-148.88837,Gear= HL,HL,582
529,BC RS,34,6/21/2025,1501,,597,0,,MLSA,,64.96838,-148.88953,Gear= HL,HL,597
530,BC RS,34,6/21/2025,1501,,629,0,,MLSA,,64.96838,-148.88953,Gear= HL,HL,629
531,BC RS,34,6/21/2025,1501,,536,0,,MLSA,,64.96841,-148.89116,Gear= HL,HL,536
532,BC RS,34,6/21/2025,1501,,541,0,,MLSA,,64.96841,-148.89116,Gear= HL,HL,541
533,BC RS,34,6/21/2025,1501,,603,0,,MLSA,,64.96818,-148.8929,Gear= HL,HL,603
534,BC RS,34,6/21/2025,1501,,598,0,,MLSA,,64.96818,-148.8929,Gear= HL,HL,598
535,BC RS,34,6/21/2025,1501,,581,0,,MLSA,,64.96818,-148.8929,Gear= HL,HL,581
536,BC RS,34,6/21/2025,1501,,548,0,,MLSA,,64.96818,-148.8929,Gear= HL,HL,548
537,BC RS,34,6/21/2025,1501,,565,0,,MLSA,,64.96851,-148.89355,Gear= HL,HL,565
538,BC RS,34,6/21/2025,1526,,518,0,,MLSA,,64.96851,-148.89355,Gear= HL,HL,518
539,BC RS,35,6/21/2025,1529,,564,0,,MLSA,,64.9689,-148.89345,Gear= HL,HL,564
540,BC RS,35,6/21/2025,1529,,591,0,,MLSA,,64.96942,-148.89513,Gear= HL,HL,591
541,BC RS,35,6/21/2025,1529,,548,0,,MLSA,,64.96933,-148.89569,Gear= HL,HL,548
542,BC RS,35,6/21/2025,1529,,590,0,,MLSA,,64.96933,-148.89569,Gear= HL,HL,590
543,BC RS,35,6/21/2025,1529,,565,0,,MLSA,,64.96972,-148.89677,Gear= HL,HL,565
544,BC RS,35,6/21/2025,1529,,574,0,,MLSA,,64.96972,-148.89677,Gear= HL,HL,574
545,BC RS,35,6/21/2025,1529,,619,0,,MLSA,,64.96972,-148.89677,Gear= HL,HL,619
546,BC RS,35,6/21/2025,1529,,610,0,,MLSA,,64.97063,-148.89594,Gear= HL,HL,610
547,BC RS,35,6/21/2025,1529,,630,0,,MLSA,,64.97137,-148.89453,Gear= HL,HL,630
548,BC RS,35,6/21/2025,1529,,251,0,,MLSA,,64.97137,-148.89453,Gear= HL,HL,251
549,BC RS,35,6/21/2025,1607,,521,0,,MLSA,,64.97137,-148.89453,Gear= HL,HL,521
550,BC RS,35,6/21/2025,1607,,550,0,,MLSA,,64.97149,-148.89572,Gear= HL,HL,550
551,BC RS,35,6/21/2025,1607,,515,0,,MLSA,,64.9716,-148.89444,Gear= HL,HL,515
552,BC RS,35,6/21/2025,1607,,601,0,,MLSA,,64.97059,-148.89238,Gear= HL,HL,601
553,BC RS,35,6/21/2025,1607,,529,0,,MLSA,,64.97091,-148.89018,Gear= HL,HL,529
554,BC RS,35,6/21/2025,1607,,609,0,,MLSA,,64.97128,-148.88753,Gear= HL,HL,609
555,BC RS,35,6/21/2025,1607,,562,0,,MLSA,,64.97131,-148.88383,Gear= HL,HL,562
556,BC RS,35,6/21/2025,1607,,582,0,,MLSA,,64.97118,-148.88194,Gear= HL,HL,582
557,BC RS,35,6/21/2025,1607,,592,0,,MLSA,21493,64.97118,-148.88194,RECAP;  Gear= HL,HL,592
558,BC RS,35,6/21/2025,1657,,605,0,,MLSA,,64.97118,-148.88194,Gear= HL,HL,605
559,BC RS,35,6/21/2025,1730,,560,0,,MLSA,,64.97109,-148.88109,Gear= HL,HL,560
560,BC RS,35,6/21/2025,1730,,533,0,,MLSA,,64.97088,-148.88112,Gear= HL,HL,533
561,BC RS,35,6/21/2025,1730,,541,0,,MLSA,,64.97045,-148.88025,Gear= HL,HL,541
562,BC RS,35,6/21/2025,1730,,572,0,,MLSA,,64.96989,-148.88068,Gear= HL,HL,572
563,BC RS,35,6/21/2025,1730,,500,0,,MLSA,,64.96957,-148.87871,Gear= HL,HL,500
564,BC RS,35,6/21/2025,1730,,572,0,,MLSA,,64.96947,-148.87804,Gear= HL,HL,572
565,JS JRS,36,6/21/2025,1015,,698,0,,MLSA,,64.92863,-148.83316,Gear= HL,HL,698
566,JS JRS,36,6/21/2025,1025,20792,688,1,,MLSA,,64.91084,-148.84553,RECAP;  Gear= J,J,688
567,JS JRS,36,6/21/2025,1045,,528,0,,MLSA,,64.90279,-148.82702,Gear= GN,GN,528
568,JS JRS,36,6/21/2025,1300,,510,0,,MLSA,,64.90279,-148.82702,Gear= HL,HL,510
569,JS JRS,36,6/21/2025,1300,,572,0,,MLSA,,64.90279,-148.82702,Gear= HL,HL,572
570,JS JRS,36,6/21/2025,1355,20901,738,1,,MLSA,,64.92761,-148.85894,RECAP;  Gear= HL,HL,738
571,JS JRS,36,6/21/2025,1355,,561,0,,MLSA,,64.92761,-148.85894,Gear= HL,HL,561
572,JS JRS,36,6/21/2025,1355,,652,0,,MLSA,,64.92761,-148.85894,Gear= HL,HL,652
573,JS JRS,36,6/21/2025,1355,,490,0,,MLSA,,64.92761,-148.85894,Gear= HL,HL,490
574,JS JRS,36,6/21/2025,1355,,836,0,,MLSA,,64.92761,-148.85894,Gear= HL,HL,836
575,JS JRS,36,6/21/2025,1425,,530,0,,MLSA,,64.92761,-148.85894,Gear= HL,HL,530
576,JS JRS,36,6/21/2025,1425,,555,0,,MLSA,,64.92761,-148.85894,Gear= HL,HL,555
577,JS JRS,36,6/21/2025,1425,,514,0,,MLSA,,64.92761,-148.85894,Gear= HL,HL,514
578,JS JRS,36,6/21/2025,1445,,468,0,,MLSA,,64.92912,-148.86138,Gear= HL,HL,468
579,JS JRS,36,6/21/2025,1445,,511,0,,MLSA,,64.92912,-148.86138,Gear= HL,HL,511
580,JS JRS,36,6/21/2025,1445,,595,0,,MLSA,,64.92912,-148.86138,Gear= HL,HL,595
581,JS JRS,36,6/21/2025,1445,,510,0,,MLSA,,64.92912,-148.86138,Gear= HL,HL,510
582,JS JRS,36,6/21/2025,1445,,618,0,,MLSA,,64.92912,-148.86138,Gear= HL,HL,618
583,JS JRS,36,6/21/2025,1445,,606,0,,MLSA,,64.92912,-148.86138,Gear= HL,HL,606
584,JS JRS,36,6/21/2025,1520,,562,0,,MLSA,,64.92718,-148.86347,Gear= HL,HL,562
585,JS JRS,37,6/21/2025,1520,,573,0,,MLSA,,64.92718,-148.86347,Gear= HL,HL,573
586,JS JRS,37,6/21/2025,1520,,530,0,,MLSA,,64.92718,-148.86347,Gear= HL,HL,530
587,JS JRS,37,6/21/2025,1520,,500,0,,MLSA,,64.92718,-148.86347,Gear= HL,HL,500
588,JS JRS,37,6/21/2025,1520,,512,0,,MLSA,,64.92718,-148.86347,Gear= HL,HL,512
589,JS JRS,37,6/21/2025,1520,,411,0,,MLSA,,64.92718,-148.86347,Gear= HL,HL,411
590,JS JRS,37,6/21/2025,1520,,435,0,,MLSA,,64.92718,-148.86347,Gear= HL,HL,435
591,JS JRS,37,6/21/2025,1520,,570,0,,MLSA,,64.92718,-148.86347,Gear= HL,HL,570
592,JS JRS,37,6/21/2025,1520,21963,625,1,,MLSA,,64.92718,-148.86347,RECAP;  Gear= HL,HL,625
593,JS JRS,37,6/21/2025,1555,,476,0,,MLSA,,64.92736,-148.85977,Gear= HL,HL,476
594,JS JRS,37,6/21/2025,1555,,474,0,,MLSA,,64.92736,-148.85977,Gear= HL,HL,474
595,JS JRS,37,6/21/2025,1555,,565,0,,MLSA,,64.92736,-148.85977,Gear= HL,HL,565
596,JS JRS,37,6/21/2025,1555,,477,0,,MLSA,,64.92736,-148.85977,Gear= HL,HL,477
597,JS JRS,37,6/21/2025,1555,,560,0,,MLSA,,64.92736,-148.85977,Gear= HL,HL,560
598,JS JRS,37,6/21/2025,1555,,554,0,,MLSA,,64.92736,-148.85977,Gear= HL,HL,554
599,JS JRS,37,6/21/2025,1555,,505,0,,MLSA,,64.92736,-148.85977,Gear= HL,HL,505
600,JS JRS,37,6/21/2025,1555,,492,0,,MLSA,,64.92736,-148.85977,Gear= HL,HL,492
601,JS JRS,37,6/21/2025,1555,,590,0,,MLSA,,64.92736,-148.85977,Gear= HL,HL,590
602,JS JRS,37,6/21/2025,1625,,492,0,,MLSA,,64.9253,-148.8573,Gear= HL,HL,492
603,JS JRS,37,6/21/2025,1625,,585,0,,MLSA,,64.9253,-148.8573,Gear= HL,HL,585
604,JS JRS,37,6/21/2025,1625,,575,0,,MLSA,,64.9253,-148.8573,Gear= HL,HL,575
605,JS JRS,37,6/21/2025,1625,,570,0,,MLSA,,64.9253,-148.8573,Gear= HL,HL,570
606,JS JRS,38,6/21/2025,1845,,555,0,,MLSA,,64.92779,-148.85115,Gear= HL,HL,555
607,JS JRS,38,6/21/2025,1845,,496,0,,MLSA,,64.92779,-148.85115,Gear= HL,HL,496
608,JS JRS,38,6/21/2025,1845,,481,0,,MLSA,,64.92779,-148.85115,Gear= HL,HL,481
609,JS JRS,38,6/21/2025,1845,,456,0,,MLSA,,64.92779,-148.85115,Gear= HL,HL,456
610,JS JRS,38,6/21/2025,1845,,490,0,,MLSA,,64.92779,-148.85115,Gear= HL,HL,490
611,JS JRS,38,6/21/2025,1845,,573,0,,MLSA,,64.92779,-148.85115,Gear= HL,HL,573
612,JS JRS,38,6/21/2025,1845,,455,0,,MLSA,,64.92779,-148.85115,Gear= HL,HL,455
613,JS JRS,38,6/21/2025,1845,,541,0,,MLSA,,64.92779,-148.85115,Gear= HL,HL,541
614,JS JRS,38,6/21/2025,1845,,600,0,,MLSA,,64.92779,-148.85115,Gear= HL,HL,600
615,JS JRS,38,6/21/2025,1845,,686,0,,MLSA,,64.92779,-148.85115,Gear= HL,HL,686
616,JS JRS,38,6/21/2025,1845,,645,0,,MLSA,,64.92779,-148.85115,Gear= HL,HL,645
617,JS JRS,38,6/21/2025,2135,,549,0,,MLSA,20346,64.9496,-148.8245,RECAP;  Gear= HL,HL,549
618,MA HP,39,6/21/2025,1011,,643,0,,MLSA,,64.92729,-148.83332,Gear= J,J,643
619,MA HP,39,6/21/2025,1041,20986,842,1,,MLSA,,64.88594,-148.84476,RECAP;  Gear= J,J,842
620,MA HP,39,6/21/2025,1135,,490,0,,MLSA,,64.86648,-148.91738,Gear= HL,HL,490
621,MA HP,39,6/21/2025,1137,,528,0,,MLSA,,64.86648,-148.91738,Gear= HL,HL,528
622,MA HP,39,6/21/2025,1144,,466,0,,MLSA,,64.86648,-148.91738,Gear= HL,HL,466
623,MA HP,39,6/21/2025,1153,,325,0,,MLSA,,64.868,-148.91325,Gear= HL,HL,325
624,MA HP,39,6/21/2025,1153,,465,0,,MLSA,,64.868,-148.91325,Gear= HL,HL,465
625,MA HP,39,6/21/2025,1202,,509,0,,MLSA,,64.87085,-148.91212,Gear= HL,HL,509
626,MA HP,39,6/21/2025,1239,,480,0,,MLSA,,64.87482,-148.90952,Gear= HL,HL,480
627,MA HP,39,6/21/2025,1350,,604,0,,MLSA,,64.92828,-148.83299,Gear= J,J,604
628,MA HP,39,6/21/2025,1409,,682,0,,MLSA,,64.9418,-148.81851,Gear= HL,HL,682
629,MA HP,39,6/21/2025,1410,,538,0,,MLSA,,64.9418,-148.81851,Gear= HL,HL,538
630,MA HP,39,6/21/2025,1418,,550,0,,MLSA,,64.9418,-148.81851,Gear= HL,HL,550
631,MA HP,39,6/21/2025,1516,,556,0,,MLSA,,64.9418,-148.81851,Gear= HL,HL,556
632,MA HP,39,6/21/2025,1522,,580,0,,MLSA,,64.9418,-148.81851,Gear= HL,HL,580
633,MA HP,39,6/21/2025,1602,,547,0,,MLSA,,64.9418,-148.81851,Gear= HL,HL,547
634,MA HP,39,6/21/2025,1603,,655,0,,MLSA,,64.92829,-148.83111,Gear= HL,HL,655
635,MA HP,39,6/21/2025,1618,,476,0,,MLSA,,64.92506,-148.82567,Gear= HL,HL,476
636,MA HP,39,6/21/2025,1622,,603,0,,MLSA,,64.92379,-148.82531,Gear= HL,HL,603
637,MA HP,39,6/21/2025,1627,,573,0,,MLSA,21014,64.92252,-148.82559,RECAP;  Gear= HL,HL,573
638,MA HP,40,6/21/2025,1632,,595,0,,MLSA,,64.92165,-148.82544,Gear= HL,HL,595
639,MA HP,40,6/21/2025,1717,,532,0,,MLSA,,64.91191,-148.84537,Gear= HL,HL,532
640,MA HP,40,6/21/2025,1719,,436,0,,MLSA,,64.91191,-148.84537,Gear= HL,HL,436
641,MA HP,40,6/21/2025,1728,,460,0,,MLSA,,64.91555,-148.85926,Gear= HL,HL,460
642,MA HP,40,6/21/2025,1737,,510,0,,MLSA,,64.90966,-148.852,Gear= HL,HL,510
643,MA HP,40,6/21/2025,1757,,464,0,,MLSA,,64.90517,-148.85317,Gear= HL,HL,464
644,AB MS,41,6/21/2025,955,,633,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,633
645,AB MS,41,6/21/2025,955,,236,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,236
646,AB MS,41,6/21/2025,1039,,576,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,576
647,AB MS,41,6/21/2025,1039,,284,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,284
648,AB MS,41,6/21/2025,1039,,719,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,719
649,AB MS,41,6/21/2025,1112,,492,0,,MLSA,,64.88463,-148.85509,Gear= FN,FN,492
650,AB MS,41,6/21/2025,1112,,557,0,,MLSA,,64.88463,-148.85509,Gear= FN,FN,557
651,AB MS,41,6/21/2025,1123,,475,0,,MLSA,,64.89178,-148.82466,Gear= FN,FN,475
652,AB MS,41,6/21/2025,1123,,563,0,,MLSA,,64.89178,-148.82466,Gear= FN,FN,563
653,AB MS,41,6/21/2025,1140,,554,0,,MLSA,,64.8979,-148.81801,Gear= FN,FN,554
654,AB MS,41,6/21/2025,1202,,609,0,,MLSA,,64.91274,-148.79865,Gear= FN,FN,609
655,AB MS,41,6/21/2025,1316,,316,0,,MLSA,,64.92785,-148.81194,Gear= FN,FN,316
656,AB MS,41,6/21/2025,1408,,480,0,,MLSA,,64.93562,-148.8288,Gear= HL,HL,480
657,AB MS,41,6/21/2025,1418,,493,0,,MLSA,,64.93562,-148.8288,Gear= GN,GN,493
658,AB MS,41,6/21/2025,1418,,297,0,,MLSA,,64.93562,-148.8288,Gear= GN,GN,297
659,AB MS,41,6/21/2025,1433,,247,0,,MLSA,,64.94028,-148.85081,Gear= FN,FN,247
660,AB MS,41,6/21/2025,1457,,565,0,,MLSA,,64.95316,-148.84827,Gear= HL,HL,565
661,AB MS,41,6/21/2025,1523,,545,0,,MLSA,,64.95316,-148.84827,Gear= HL,HL,545
662,AB MS,41,6/21/2025,1526,,574,0,,MLSA,,64.95316,-148.84827,Gear= HL,HL,574
663,AB MS,41,6/21/2025,1545,,522,0,,MLSA,,64.95316,-148.84827,Gear= HL,HL,522
664,AB MS,42,6/21/2025,1448,,571,0,,MLSA,,64.95298,-148.84721,Gear= HL,HL,571
665,AB MS,42,6/21/2025,1559,,460,0,,MLSA,,64.95298,-148.84721,Gear= GN,GN,460
666,AB MS,42,6/21/2025,1559,,575,0,,MLSA,,64.95298,-148.84721,Gear= GN,GN,575
667,AB MS,42,6/21/2025,1647,,554,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,554
668,AB MS,42,6/21/2025,1704,,534,0,,MLSA,,64.8979,-148.81801,Gear= FN,FN,534
669,AB MS,42,6/21/2025,1728,,296,0,,MLSA,,64.88463,-148.85509,Gear= FN,FN,296
670,AB MS,42,6/21/2025,1846,,533,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,533
671,AB MS,42,6/21/2025,1846,,234,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,234
672,BC RS,43,6/22/2025,1050,,440,0,,MLSA,,64.95747,-148.84142,Gear= HL,HL,440
673,BC RS,43,6/22/2025,1050,21346,600,1,,MLSA,,64.95785,-148.8425,RECAP;  Gear= HL,HL,600
674,BC RS,43,6/22/2025,1050,,593,0,,MLSA,,64.97683,-148.8698,Gear= HL,HL,593
675,BC RS,43,6/22/2025,1050,,500,0,,MLSA,,64.97721,-148.8698,Gear= HL,HL,500
676,BC RS,43,6/22/2025,1050,,600,0,,MLSA,,64.97721,-148.8698,Gear= HL,HL,600
677,BC RS,43,6/22/2025,1050,,573,0,,MLSA,,64.97721,-148.8698,Gear= HL,HL,573
678,BC RS,43,6/22/2025,1050,,630,0,,MLSA,,64.97792,-148.87126,Gear= HL,HL,630
679,BC RS,43,6/22/2025,1050,,565,0,,MLSA,,64.97766,-148.87225,Gear= HL,HL,565
680,BC RS,43,6/22/2025,1050,,705,0,,MLSA,,64.97766,-148.87225,Gear= HL,HL,705
681,BC RS,43,6/22/2025,1050,,510,0,,MLSA,,64.97799,-148.87498,Gear= HL,HL,510
682,BC RS,43,6/22/2025,1050,,538,0,,MLSA,,64.97847,-148.87627,Gear= HL,HL,538
683,BC RS,43,6/22/2025,1050,,523,0,,MLSA,,64.9761,-148.87918,Gear= HL,HL,523
684,BC RS,43,6/22/2025,1050,,615,0,,MLSA,,64.97516,-148.8797,Gear= HL,HL,615
685,BC RS,43,6/22/2025,1050,,573,0,,MLSA,,64.97516,-148.8797,Gear= HL,HL,573
686,BC RS,43,6/22/2025,1254,,625,0,,MLSA,,64.97516,-148.8797,Gear= HL,HL,625
687,BC RS,43,6/22/2025,1254,,555,0,,MLSA,,64.97488,-148.87944,Gear= HL,HL,555
688,BC RS,43,6/22/2025,1254,,599,0,,MLSA,,64.97488,-148.87944,Gear= HL,HL,599
689,BC RS,43,6/22/2025,1254,,587,0,,MLSA,20896,64.97488,-148.87944,RECAP;  Gear= HL,HL,587
690,BC RS,43,6/22/2025,1254,,663,0,,MLSA,,64.97488,-148.87944,Gear= HL,HL,663
691,BC RS,43,6/22/2025,1254,,552,0,,MLSA,,64.97488,-148.87944,Gear= HL,HL,552
692,BC RS,44,6/22/2025,1254,,585,0,,MLSA,,64.97377,-148.88029,Gear= HL,HL,585
693,BC RS,44,6/22/2025,1254,,565,0,,MLSA,,64.97377,-148.88029,Gear= HL,HL,565
694,BC RS,44,6/22/2025,1254,,560,0,,MLSA,,64.97377,-148.88029,Gear= HL,HL,560
695,BC RS,44,6/22/2025,1254,,530,0,,MLSA,,64.97377,-148.88029,Gear= HL,HL,530
696,BC RS,44,6/22/2025,1328,,624,0,,MLSA,,64.97356,-148.87981,Gear= HL,HL,624
697,BC RS,44,6/22/2025,1328,,606,0,,MLSA,,64.97356,-148.87981,Gear= HL,HL,606
698,BC RS,44,6/22/2025,1328,,572,0,,MLSA,,64.97356,-148.87981,Gear= HL,HL,572
699,BC RS,44,6/22/2025,1328,,568,0,,MLSA,,64.97356,-148.87981,Gear= HL,HL,568
700,BC RS,44,6/22/2025,1328,,605,0,,MLSA,,64.97263,-148.87869,Gear= HL,HL,605
701,BC RS,44,6/22/2025,1328,,640,0,,MLSA,,64.97263,-148.87869,Gear= HL,HL,640
702,BC RS,44,6/22/2025,1328,,589,0,,MLSA,,64.97244,-148.8781,Gear= HL,HL,589
703,BC RS,44,6/22/2025,1328,,615,0,,MLSA,,64.97244,-148.8781,Gear= HL,HL,615
704,BC RS,44,6/22/2025,1328,,610,0,,MLSA,,64.9724,-148.87746,Gear= HL,HL,610
705,BC RS,44,6/22/2025,1328,,580,0,,MLSA,,64.9724,-148.87746,Gear= HL,HL,580
706,BC RS,44,6/22/2025,1328,,632,0,,MLSA,,64.9724,-148.87746,Gear= HL,HL,632
707,BC RS,44,6/22/2025,1328,,568,0,,MLSA,,64.9724,-148.87746,Gear= HL,HL,568
708,BC RS,44,6/22/2025,1411,,600,0,,MLSA,,64.97128,-148.87425,Gear= HL,HL,600
709,BC RS,44,6/22/2025,1411,,564,0,,MLSA,,64.9717,-148.87405,Gear= HL,HL,564
710,BC RS,44,6/22/2025,1411,,603,0,,MLSA,,64.9717,-148.87405,Gear= HL,HL,603
711,BC RS,44,6/22/2025,1411,,620,0,,MLSA,,64.9717,-148.87405,Gear= HL,HL,620
712,BC RS,45,6/22/2025,1411,,564,0,,MLSA,,64.97158,-148.87317,Gear= HL,HL,564
713,BC RS,45,6/22/2025,1411,,626,0,,MLSA,,64.97158,-148.87317,Gear= HL,HL,626
714,BC RS,45,6/22/2025,1411,21562,690,1,,MLSA,,64.97138,-148.87268,RECAP;  Gear= HL,HL,690
715,BC RS,45,6/22/2025,1411,,575,0,,MLSA,,64.97138,-148.87268,Gear= HL,HL,575
716,BC RS,45,6/22/2025,1411,,620,0,,MLSA,,64.97138,-148.87268,Gear= HL,HL,620
717,BC RS,45,6/22/2025,1437,,559,0,,MLSA,,64.97138,-148.87268,Gear= HL,HL,559
718,BC RS,45,6/22/2025,1437,,562,0,,MLSA,,64.97138,-148.87268,Gear= HL,HL,562
719,BC RS,45,6/22/2025,1437,,582,0,,MLSA,,64.97138,-148.87268,Gear= HL,HL,582
720,BC RS,45,6/22/2025,1437,,524,0,,MLSA,,64.97138,-148.87268,Gear= HL,HL,524
721,BC RS,45,6/22/2025,1437,,616,0,,MLSA,,64.97125,-148.87201,Gear= HL,HL,616
722,BC RS,45,6/22/2025,1437,,565,0,,MLSA,,64.97125,-148.87201,Gear= HL,HL,565
723,BC RS,45,6/22/2025,1437,,625,0,,MLSA,,64.97125,-148.87201,Gear= HL,HL,625
724,BC RS,45,6/22/2025,1437,,489,0,,MLSA,,64.97082,-148.867,Gear= HL,HL,489
725,BC RS,45,6/22/2025,1437,,553,0,,MLSA,,64.97082,-148.867,Gear= HL,HL,553
726,BC RS,45,6/22/2025,1437,,530,0,,MLSA,,64.97082,-148.867,Gear= HL,HL,530
727,BC RS,45,6/22/2025,1437,,543,0,,MLSA,,64.97059,-148.86581,Gear= HL,HL,543
728,BC RS,45,6/22/2025,1437,,550,0,,MLSA,,64.97059,-148.86581,Gear= HL,HL,550
729,BC RS,45,6/22/2025,1437,,667,0,,MLSA,,64.97137,-148.86531,Gear= HL,HL,667
730,BC RS,45,6/22/2025,1437,,625,0,,MLSA,,64.97219,-148.86476,Gear= HL,HL,625
731,BC RS,45,6/22/2025,1540,,538,0,,MLSA,,64.97219,-148.86476,Gear= HL,HL,538
732,BC RS,46,6/22/2025,1540,,635,0,,MLSA,,64.97315,-148.86494,Gear= HL,HL,635
733,BC RS,46,6/22/2025,1540,,500,0,,MLSA,,64.97315,-148.86494,Gear= HL,HL,500
734,BC RS,46,6/22/2025,1540,,535,0,,MLSA,,64.97047,-148.87985,Gear= HL,HL,535
735,BC RS,46,6/22/2025,1540,,523,0,,MLSA,,64.97047,-148.87985,Gear= HL,HL,523
736,BC RS,46,6/22/2025,1540,,546,0,,MLSA,,64.97124,-148.88317,Gear= HL,HL,546
737,BC RS,46,6/22/2025,1540,,641,0,,MLSA,,64.97124,-148.88317,Gear= HL,HL,641
738,BC RS,46,6/22/2025,1540,,625,0,,MLSA,,64.97124,-148.88317,Gear= HL,HL,625
739,BC RS,46,6/22/2025,1633,,586,0,,MLSA,,64.97121,-148.8878,Gear= HL,HL,586
740,BC RS,46,6/22/2025,1633,,625,0,,MLSA,,64.97121,-148.8878,Gear= HL,HL,625
741,BC RS,46,6/22/2025,1633,,628,0,,MLSA,,64.97121,-148.8878,Gear= HL,HL,628
742,BC RS,46,6/22/2025,1633,,529,0,,MLSA,,64.97121,-148.8878,Gear= HL,HL,529
743,BC RS,46,6/22/2025,1633,,610,0,,MLSA,,64.97113,-148.88471,Gear= HL,HL,610
744,BC RS,46,6/22/2025,1633,,580,0,,MLSA,,64.97113,-148.88471,Gear= HL,HL,580
745,BC RS,46,6/22/2025,1633,,595,0,,MLSA,21098,64.97063,-148.89172,RECAP;  Gear= HL,HL,595
746,BC RS,46,6/22/2025,1700,,569,0,,MLSA,,64.97063,-148.89172,Gear= HL,HL,569
747,JS JRS,47,6/22/2025,1225,,500,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,500
748,JS JRS,47,6/22/2025,1225,,546,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,546
749,JS JRS,47,6/22/2025,1225,,555,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,555
750,JS JRS,47,6/22/2025,1225,,491,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,491
751,JS JRS,47,6/22/2025,1225,,479,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,479
752,JS JRS,47,6/22/2025,1225,,498,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,498
753,MA HP,48,6/22/2025,1121,,710,0,,MLSA,,64.91838,-148.80918,Gear= J,J,710
754,MA HP,48,6/22/2025,1159,,516,0,,MLSA,,64.91838,-148.80918,Gear= GN,GN,516
755,MA HP,48,6/22/2025,1227,,701,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,701
756,MA HP,48,6/22/2025,1240,,594,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,594
757,MA HP AB,48,6/22/2025,1440,,451,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,451
758,MA HP AB,48,6/22/2025,1445,,545,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,545
759,MA HP AB,48,6/22/2025,1446,,556,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,556
760,MA HP AB,48,6/22/2025,1525,,520,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,520
761,MA HP AB,48,6/22/2025,1526,,560,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,560
762,MA HP AB,48,6/22/2025,1533,,619,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,619
763,MA HP AB,48,6/22/2025,1534,,583,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,583
764,MA HP AB,48,6/22/2025,1545,,590,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,590
